DEPARTAMEN,PROVINCIA,DISTRITO,mean,min,max,std,amplitud_p90_p10,CLASE_P10_P90
HUANUCO,PUERTO INCA,CODO DEL POZUZO,18.75414924978096,9.002318382263184,22.48259925842285,3.358801002256883,8.404142951965333,INTERMEDIO (p10–p90)
HUANUCO,PUERTO INCA,TOURNAVISTA,22.09937808388158,19.724145889282227,22.62591552734375,0.43419215760454966,0.6499057769775405,CÁLIDO (≥ p90)
UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,21.84063975016276,21.68017578125,21.93840217590332,0.08897541389304597,0.1983184814453125,CÁLIDO (≥ p90)
UCAYALI,PADRE ABAD,IRAZOLA,22.071029170866936,21.44189453125,22.329484939575195,0.162780269443765,0.3832233428955085,CÁLIDO (≥ p90)
UCAYALI,PADRE ABAD,NESHUYA,21.878134987571023,21.649612426757812,22.13722038269043,0.14772402746173577,0.39243106842041087,CÁLIDO (≥ p90)
UCAYALI,PADRE ABAD,PADRE ABAD,20.040689047280843,15.034388542175293,22.283552169799805,2.0273364063367265,5.19315948486328,CÁLIDO (≥ p90)
UCAYALI,PADRE ABAD,CURIMANA,21.958740234375,21.703346252441406,22.127164840698242,0.11778008733806095,0.33067817687988565,CÁLIDO (≥ p90)
HUANUCO,PUERTO INCA,PUERTO INCA,21.741915189302883,16.195993423461914,22.502769470214844,1.265562189484944,1.9284612655639677,CÁLIDO (≥ p90)
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,21.980321911798008,21.563478469848633,22.275909423828125,0.13785296790632223,0.29267196655273153,CÁLIDO (≥ p90)
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,21.840927496189025,21.48261260986328,22.0787296295166,0.1387765429857458,0.35880279541015625,CÁLIDO (≥ p90)
LORETO,UCAYALI,CONTAMANA,21.147937178938356,14.644641876220703,22.238435745239258,1.611120094752307,3.630571746826174,CÁLIDO (≥ p90)
LA LIBERTAD,TRUJILLO,HUANCHACO,17.294453938802082,16.189176559448242,17.874160766601562,0.427977274359243,0.5326755523681648,INTERMEDIO (p10–p90)
LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,17.915937423706055,17.794103622436523,18.041330337524414,0.10759962028275682,0.22628231048583913,INTERMEDIO (p10–p90)
LA LIBERTAD,TRUJILLO,SIMBAL,16.008544921875,14.607608795166016,17.153661727905273,0.8314402086252322,2.1605215072631836,INTERMEDIO (p10–p90)
LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,17.684229532877605,17.481515884399414,17.855262756347656,0.1281008721698599,0.2962045669555664,INTERMEDIO (p10–p90)
LA LIBERTAD,ASCOPE,CHOCOPE,17.64051055908203,17.56462287902832,17.75169563293457,0.08034681490323659,0.149658203125,INTERMEDIO (p10–p90)
LA LIBERTAD,ASCOPE,PAIJAN,17.67673110961914,17.67215347290039,17.681310653686523,0.004578590492386788,0.007325744628907671,INTERMEDIO (p10–p90)
LA LIBERTAD,OTUZCO,SINSICAP,13.198477608816964,6.138871669769287,17.802120208740234,3.840156184154551,10.059809160232545,INTERMEDIO (p10–p90)
LA LIBERTAD,ASCOPE,CHICAMA,17.622690200805664,16.131982803344727,18.0924072265625,0.38829841096785384,0.8403799057006829,INTERMEDIO (p10–p90)
LA LIBERTAD,ASCOPE,RAZURI,17.476884321732953,17.213382720947266,17.687904357910156,0.13498957040889836,0.3179931640625,INTERMEDIO (p10–p90)
LA LIBERTAD,GRAN CHIMU,MARMOT,14.454702758789063,7.964378356933594,18.05227279663086,3.2961768098554813,7.2842083930969235,INTERMEDIO (p10–p90)
LA LIBERTAD,ASCOPE,ASCOPE,17.626995086669922,17.10719108581543,17.879390716552734,0.24565649600849962,0.5195583343505881,INTERMEDIO (p10–p90)
LA LIBERTAD,GRAN CHIMU,CASCAS,14.204886436462402,7.705737590789795,18.15631103515625,3.3498719203201284,8.137178897857666,INTERMEDIO (p10–p90)
LA LIBERTAD,ASCOPE,CASA GRANDE,17.438556671142578,16.592920303344727,17.896656036376953,0.3263455370962776,0.7939491271972656,INTERMEDIO (p10–p90)
CAJAMARCA,CONTUMAZA,SAN BENITO,15.815583229064941,12.023734092712402,18.209381103515625,2.0805818601743042,5.000402927398682,INTERMEDIO (p10–p90)
LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,17.60347929454985,17.266843795776367,18.04304313659668,0.19011347932035008,0.5106735229492188,INTERMEDIO (p10–p90)
CAJAMARCA,CONTUMAZA,CUPISNIQUE,14.981792873806423,12.75385570526123,17.409940719604492,1.2975626277701404,2.8101736068725582,INTERMEDIO (p10–p90)
TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,14.378465270996093,13.490352630615234,15.198752403259277,0.5642242019726849,1.209508323669434,INTERMEDIO (p10–p90)
TACNA,TACNA,POCOLLAY,12.092069837782118,10.593563079833984,13.526211738586426,0.7386672482069309,1.3848535537719737,INTERMEDIO (p10–p90)
TACNA,TACNA,CALANA,11.605494499206543,11.184829711914062,12.2064208984375,0.37356674599015016,0.7415737152099613,INTERMEDIO (p10–p90)
TACNA,TACNA,TACNA,12.179664611816406,1.413731575012207,15.91511058807373,3.3158092595057833,8.333154726028441,INTERMEDIO (p10–p90)
TACNA,TACNA,SAMA,14.61370849609375,13.26604175567627,15.88257884979248,0.6123168523638924,1.552096366882326,INTERMEDIO (p10–p90)
TACNA,TACNA,CIUDAD NUEVA,11.642155238560267,10.605330467224121,12.529399871826172,0.6407542315502879,1.531747055053712,INTERMEDIO (p10–p90)
TACNA,JORGE BASADRE,ITE,14.99975796403556,13.032958984375,16.95003890991211,0.9873929598781941,2.4387624740600593,INTERMEDIO (p10–p90)
MOQUEGUA,ILO,ILO,15.600733947753906,13.967215538024902,17.345266342163086,1.1759833496516425,3.05320053100586,INTERMEDIO (p10–p90)
TACNA,TACNA,ALTO DE LA ALIANZA,11.51392313639323,4.133762836456299,13.049138069152832,2.3668737913522775,3.9190706253051744,INTERMEDIO (p10–p90)
TACNA,TACNA,PACHIA,8.728538914730674,-0.12002301961183548,12.786258697509766,4.023166105606655,9.386221885681152,INTERMEDIO (p10–p90)
TACNA,TARATA,ESTIQUE-PAMPA,5.952136993408203,4.6459736824035645,7.505868434906006,1.1649120331457576,2.481418180465699,INTERMEDIO (p10–p90)
TACNA,TARATA,ESTIQUE,4.6063285827636715,-2.4219272136688232,10.981080055236816,4.159656874744273,11.813729226589203,INTERMEDIO (p10–p90)
TACNA,TARATA,TARUCACHI,1.1097065210342407,-3.2871599197387695,5.019723415374756,2.960523557429113,6.054676198959351,FRÍO (≤ p10)
TACNA,TACNA,INCLAN,12.23617819081182,5.526140213012695,13.90333080291748,1.4824459733837778,2.5193724632263184,INTERMEDIO (p10–p90)
TACNA,JORGE BASADRE,LOCUMBA,12.725555419921875,11.538414001464844,14.080962181091309,0.6183446303322949,1.4287725448608395,INTERMEDIO (p10–p90)
MOQUEGUA,ILO,EL ALGARROBAL,13.997778851052988,11.359152793884277,16.997547149658203,1.4007491286332725,3.510150527954103,INTERMEDIO (p10–p90)
TACNA,TACNA,PALCA,-2.062279467312795,-6.395662784576416,9.676217079162598,4.258042542987741,9.98814344406128,FRÍO (≤ p10)
TACNA,TARATA,HEROES ALBARRACIN,8.881446838378906,5.537237644195557,12.22848892211914,1.6012896460676105,3.414323568344116,INTERMEDIO (p10–p90)
TACNA,CANDARAVE,CURIBAYA,8.31161371866862,7.358717441558838,10.101202011108398,1.2663189566461492,2.1939876556396483,INTERMEDIO (p10–p90)
TACNA,TARATA,SITAJARA,5.992336697048611,0.15918414294719696,8.156044006347656,2.23006697939076,3.520682016015053,INTERMEDIO (p10–p90)
TACNA,CANDARAVE,QUILAHUANI,5.082423210144043,5.082423210144043,5.082423210144043,0.0,0.0,INTERMEDIO (p10–p90)
MOQUEGUA,ILO,PACOCHA,15.512714092548077,13.88335132598877,16.649728775024414,0.8007362789035105,2.1492071151733416,INTERMEDIO (p10–p90)
TACNA,TARATA,TARATA,-4.561075755528042,-6.4680256843566895,5.581132888793945,2.8290682855575846,2.78649665117264,FRÍO (≤ p10)
TACNA,CANDARAVE,HUANUARA,4.325880368550618,2.919466972351074,5.4449076652526855,1.0508427138707503,2.020352554321289,INTERMEDIO (p10–p90)
TACNA,TARATA,TICACO,-3.7456318248401987,-5.706428527832031,2.5116803646087646,2.6410852775619915,6.542819917201996,FRÍO (≤ p10)
TACNA,JORGE BASADRE,ILABAYA,10.19925265842014,1.9826927185058594,14.527844429016113,3.4691103746281082,8.963123083114624,INTERMEDIO (p10–p90)
MOQUEGUA,MARISCAL NIETO,SAMEGUA,12.568395614624023,12.473678588867188,12.663111686706543,0.09471654892087802,0.15154647827148438,INTERMEDIO (p10–p90)
AREQUIPA,ISLAY,PUNTA DE BOMBON,14.569508870442709,12.553119659423828,16.607261657714844,1.4273339557688496,3.6937702178955067,INTERMEDIO (p10–p90)
TACNA,CANDARAVE,CAIRANI,0.18102777004241943,-5.034530162811279,6.665579319000244,3.6444855487451027,8.45294921398163,FRÍO (≤ p10)
TACNA,TARATA,SUSAPAYA,-4.182687932794744,-7.479485034942627,3.157607316970825,3.1197034875343777,6.8674949407577515,FRÍO (≤ p10)
AREQUIPA,ISLAY,DEAN VALDIVIA,15.685677528381348,15.211859703063965,16.23255157470703,0.4113369692334723,0.8791015625000007,INTERMEDIO (p10–p90)
TACNA,CANDARAVE,CAMILACA,-1.840538842337472,-5.271899223327637,3.225137710571289,2.7508159393963725,7.012663108110431,FRÍO (≤ p10)
AREQUIPA,ISLAY,MEJIA,14.646340370178223,13.354870796203613,15.803364753723145,0.8682810539632093,1.7153602600097653,INTERMEDIO (p10–p90)
PUNO,EL COLLAO,CAPAZO,-4.560060655748522,-6.613354206085205,-2.62812876701355,0.9778251865931777,2.4499237060546877,FRÍO (≤ p10)
TACNA,CANDARAVE,CANDARAVE,-3.715401027513587,-7.204840183258057,7.0170135498046875,3.5510469714573403,8.053126692771912,FRÍO (≤ p10)
AREQUIPA,ISLAY,ISLAY,14.311062899502842,12.388904571533203,15.656612396240234,0.942158892900784,2.204977035522461,INTERMEDIO (p10–p90)
MOQUEGUA,MARISCAL NIETO,TORATA,3.6364045690317623,-5.386865615844727,12.79281997680664,5.400139812868638,14.273633003234863,INTERMEDIO (p10–p90)
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,12.148351332720589,4.652907848358154,14.89414119720459,1.538606496826505,2.9142251014709473,INTERMEDIO (p10–p90)
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,3.4210780461629233,-1.7834547758102417,8.10295581817627,4.052995169982584,7.909128475189209,INTERMEDIO (p10–p90)
PUNO,CHUCUITO,PISACOMA,-2.905298868815104,-4.9088897705078125,-0.3273567259311676,1.3531050943017005,3.1869494199752806,FRÍO (≤ p10)
AREQUIPA,ISLAY,COCACHACRA,13.439637340198864,10.778125762939453,16.69731903076172,1.342891287363908,3.472556686401367,INTERMEDIO (p10–p90)
AREQUIPA,ISLAY,MOLLENDO,12.7077880859375,11.558944702148438,15.547776222229004,1.1424232626522661,2.7052357673645027,INTERMEDIO (p10–p90)
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,10.66181396484375,7.660336017608643,13.572009086608887,1.7349190215993355,4.286599731445314,INTERMEDIO (p10–p90)
AREQUIPA,CAMANA,CAMANA,16.947866439819336,16.947866439819336,16.947866439819336,0.0,0.0,INTERMEDIO (p10–p90)
MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,4.6401143074035645,-4.061872482299805,12.291136741638184,5.457208468652337,13.686920917034149,INTERMEDIO (p10–p90)
AREQUIPA,CAMANA,JOSE MARIA QUIMPER,,,,,,
PUNO,CHUCUITO,KELLUYO,-1.2230161779067095,-2.2144997119903564,-0.633362352848053,0.4180516703196983,1.010008120536804,FRÍO (≤ p10)
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,0.6237715670936986,-4.949032783508301,10.271103858947754,4.314548141327568,11.124129581451415,FRÍO (≤ p10)
PUNO,CHUCUITO,DESAGUADERO,-0.17088886499404907,-1.7366663217544556,0.7263128757476807,0.8622526187059415,1.791520082950592,FRÍO (≤ p10)
AREQUIPA,CAMANA,SAMUEL PASTOR,16.001007080078125,15.32638931274414,16.67562484741211,0.6746177673339844,1.079388427734374,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,QUEQUENA,8.405855178833008,8.405855178833008,8.405855178833008,0.0,0.0,INTERMEDIO (p10–p90)
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,4.01124906539917,-3.931687116622925,9.007156372070312,4.755555896878367,11.97584447860718,INTERMEDIO (p10–p90)
PUNO,EL COLLAO,SANTA ROSA,-4.197036049582741,-7.580888271331787,-1.9784406423568726,1.4170752469614858,3.8936634302139277,FRÍO (≤ p10)
AREQUIPA,AREQUIPA,YARABAMBA,9.008154127332899,7.719327449798584,11.869674682617188,1.1392979472954408,2.6695557117462165,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,POLOBAYA,6.6187744140625,1.527103304862976,9.554316520690918,1.9676630410722984,3.6920303344726566,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,MOLLEBAYA,,,,,,
MOQUEGUA,MARISCAL NIETO,CARUMAS,-3.053062728688687,-6.169868469238281,11.80758285522461,4.463386189438991,9.520573806762698,FRÍO (≤ p10)
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,4.064334106445313,-2.8404195308685303,12.471424102783203,4.812521957214287,12.673100495338442,INTERMEDIO (p10–p90)
AREQUIPA,CAMANA,QUILCA,14.137550354003906,12.43482494354248,15.837417602539062,0.9240828717256334,2.39988374710083,INTERMEDIO (p10–p90)
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,0.5174624654981825,-3.4479925632476807,6.48358154296875,3.5287252820935255,8.322531557083131,FRÍO (≤ p10)
PUNO,CHUCUITO,HUACULLANI,-1.7368425641741072,-3.0141334533691406,-0.5740265250205994,0.7021894290594737,1.7883212566375732,FRÍO (≤ p10)
AREQUIPA,AREQUIPA,SOCABAYA,,,,,,
AREQUIPA,AREQUIPA,POCSI,4.0633903503417965,0.062205005437135696,7.396173000335693,2.415032976864897,5.179315752536059,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,JACOBO HUNTER,9.43137264251709,9.43137264251709,9.43137264251709,0.0,0.0,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,SABANDIA,,,,,,
PUNO,EL COLLAO,CONDURIRI,-2.185028217456959,-3.536306142807007,-0.47699275612831116,0.7878971790347744,2.0198603153228762,FRÍO (≤ p10)
AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,,,,,,
AREQUIPA,AREQUIPA,TIABAYA,9.187809944152832,7.956111431121826,10.41950798034668,1.2316982746124499,1.9707172393798835,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,SACHACA,,,,,,
AREQUIPA,AREQUIPA,CHARACATO,5.377917098999023,-0.982047975063324,8.357664108276367,3.460288814815057,7.038929140567779,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,LA JOYA,11.748177846272787,10.701671600341797,13.202635765075684,0.523922471178094,1.140314674377441,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,PAUCARPATA,9.43503189086914,8.7764310836792,10.093631744384766,0.6586003303529558,1.0537605285644531,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,12.123335774739584,11.026726722717285,14.537333488464355,0.844900677903657,1.5993297576904286,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,AREQUIPA,8.08508586883545,8.08508586883545,8.08508586883545,0.0,0.0,INTERMEDIO (p10–p90)
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,1.9608852988795231,-3.329124689102173,8.719372749328613,4.2133934612206225,11.256431007385254,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,YANAHUARA,,,,,,
AREQUIPA,AREQUIPA,UCHUMAYO,11.423227098253038,9.497180938720703,13.492491722106934,1.2072528497220931,3.128291130065918,INTERMEDIO (p10–p90)
AREQUIPA,CAMANA,NICOLAS DE PIEROLA,13.829251802884615,12.160204887390137,15.982489585876465,1.0210615985692029,2.3440109252929684,INTERMEDIO (p10–p90)
PUNO,CHUCUITO,ZEPITA,-0.3472748555635151,-1.1462808847427368,0.6133436560630798,0.44930162965058207,1.0727360665798187,FRÍO (≤ p10)
AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,12.051972389221191,12.051972389221191,12.051972389221191,0.0,0.0,INTERMEDIO (p10–p90)
PUNO,YUNGUYO,COPANI,1.0690321922302246,1.0690321922302246,1.0690321922302246,0.0,0.0,FRÍO (≤ p10)
AREQUIPA,AREQUIPA,MARIANO MELGAR,6.87078857421875,6.87078857421875,6.87078857421875,0.0,0.0,INTERMEDIO (p10–p90)
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,-1.8185409545898437,-5.244114875793457,6.185426712036133,3.36220685600351,8.740358233451843,FRÍO (≤ p10)
AREQUIPA,CAMANA,MARISCAL CACERES,13.943977355957031,12.410466194152832,16.69972038269043,1.2293091263201807,3.1647198677062978,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,MIRAFLORES,9.204192161560059,9.204192161560059,9.204192161560059,0.0,0.0,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,CHIGUATA,3.388197422027588,-1.3597593307495117,6.319913864135742,2.3637984955690072,5.455477595329285,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,6.842730522155762,6.461206436157227,7.224254608154297,0.38152408599853516,0.6104385375976555,INTERMEDIO (p10–p90)
PUNO,YUNGUYO,CUTURAPI,,,,,,
PUNO,CHUCUITO,POMATA,0.2430594517634465,-1.9150997400283813,4.901573657989502,1.8918120698332266,4.552751481533052,FRÍO (≤ p10)
PUNO,YUNGUYO,ANAPIA,5.298787593841553,4.321767330169678,5.731992721557617,0.5702199877312187,1.0306331634521486,INTERMEDIO (p10–p90)
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,-1.111477745903863,-3.561563730239868,3.292982339859009,2.429592583284216,6.339107608795166,FRÍO (≤ p10)
PUNO,YUNGUYO,UNICACHI,,,,,,
PUNO,YUNGUYO,YUNGUYO,2.280231316884359,0.47449493408203125,4.118165493011475,1.341058341224324,3.2116080820560455,INTERMEDIO (p10–p90)
PUNO,YUNGUYO,OLLARAYA,0.9852099418640137,0.9852099418640137,0.9852099418640137,0.0,0.0,FRÍO (≤ p10)
AREQUIPA,AREQUIPA,CERRO COLORADO,6.332407633463542,1.743519902229309,8.42267894744873,2.4670927785178502,5.255108058452606,INTERMEDIO (p10–p90)
PUNO,YUNGUYO,TINICACHI,,,,,,
PUNO,CHUCUITO,JULI,-0.2616520987616645,-1.4002183675765991,3.2020959854125977,1.1745121338386346,2.7410383939743044,FRÍO (≤ p10)
AREQUIPA,AREQUIPA,CAYMA,0.3871845602989197,-1.3479896783828735,3.6057348251342773,2.1437780728549383,4.55884130001068,FRÍO (≤ p10)
MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,1.8791184425354004,-0.01882803440093994,2.7197349071502686,1.1087434256438709,2.0113270640373226,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,VITOR,11.88513874557783,8.811092376708984,13.56961441040039,0.7591359191082896,1.7760139465332028,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,12.477095031738282,11.6458740234375,13.086772918701172,0.4916559433984082,1.0575248718261712,INTERMEDIO (p10–p90)
AREQUIPA,CASTILLA,URACA,13.132010323660714,12.446640968322754,14.376559257507324,0.6013247129427178,1.5387239456176758,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,MAJES,12.541586357250548,7.461669445037842,14.894072532653809,1.1239152554831195,1.7452253341674808,INTERMEDIO (p10–p90)
AREQUIPA,CAMANA,OCONA,12.661506984544838,9.54554271697998,15.828338623046875,1.778287218050683,4.779798984527588,INTERMEDIO (p10–p90)
PUNO,EL COLLAO,PILCUYO,1.2915857632954915,0.89240962266922,2.309873580932617,0.48963217552249744,0.9446699917316437,INTERMEDIO (p10–p90)
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUNA,-0.6153429746627808,-4.581272125244141,3.518519639968872,2.1561208564789585,5.323997890949249,FRÍO (≤ p10)
PUNO,PUNO,SAN ANTONIO,-2.41594358590933,-3.1070737838745117,-0.6745047569274902,0.6962484464124649,1.5414009571075442,FRÍO (≤ p10)
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,-1.1428868611653646,-4.356212139129639,4.848513126373291,2.1419803074406563,5.569151067733765,FRÍO (≤ p10)
PUNO,PUNO,PICHACANI,-2.4140375310724433,-4.878289699554443,-0.0926220640540123,1.372981085231065,3.4108438730239863,FRÍO (≤ p10)
AREQUIPA,AREQUIPA,YURA,3.9846099853515624,-3.1733570098876953,11.829419136047363,4.533108713555432,12.208157825469971,INTERMEDIO (p10–p90)
AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,-3.0424901962280275,-5.032914638519287,-0.7931904792785645,0.9412931445733747,2.536114454269409,FRÍO (≤ p10)
AREQUIPA,CAYLLOMA,HUANCA,4.0445732703575725,-0.5832210183143616,9.809688568115234,3.2522205852091903,8.745094871520998,INTERMEDIO (p10–p90)
PUNO,PUNO,CHUCUITO,2.3016436100006104,-0.07695859670639038,4.496127128601074,1.6194844886479847,3.2102966129779817,INTERMEDIO (p10–p90)
AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,12.612175750732423,9.883429527282715,14.73548412322998,1.2913964345055802,3.1556287765502944,INTERMEDIO (p10–p90)
AREQUIPA,CASTILLA,HUANCARQUI,12.321510314941406,5.465663909912109,14.94698715209961,2.290268159710457,5.944073581695557,INTERMEDIO (p10–p90)
AREQUIPA,CONDESUYOS,IRAY,8.70549201965332,4.6773810386657715,12.217207908630371,2.0644876448123974,4.287830877304077,INTERMEDIO (p10–p90)
AREQUIPA,CASTILLA,APLAO,12.303966703869047,7.645487308502197,14.361191749572754,1.5108733604025983,3.329446792602539,INTERMEDIO (p10–p90)
PUNO,PUNO,PUNO,1.1420087814331055,-1.393328309059143,6.065225124359131,1.8674415528163861,3.924949458241464,FRÍO (≤ p10)
PUNO,PUNO,TIQUILLACA,-0.44802312289967255,-3.0801331996917725,4.264005184173584,1.8736977039546172,3.8273945569992067,FRÍO (≤ p10)
AREQUIPA,CARAVELI,ATICO,12.913340744462985,10.03489875793457,16.18333625793457,1.3684703509670388,3.5352560043334957,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,LLUTA,4.2513427734375,-2.806201219558716,14.296451568603516,3.999588215926381,10.470585811138152,INTERMEDIO (p10–p90)
AREQUIPA,CASTILLA,TIPAN,8.42065143585205,8.104823112487793,8.736479759216309,0.3158283233642578,0.5053253173828125,INTERMEDIO (p10–p90)
AREQUIPA,CARAVELI,CARAVELI,10.46844271955819,7.098914623260498,12.601283073425293,1.493297930760653,3.6709060668945312,INTERMEDIO (p10–p90)
AREQUIPA,CONDESUYOS,RIO GRANDE,13.292959774241728,8.408442497253418,14.858257293701172,1.7767028465644505,3.470552444458008,INTERMEDIO (p10–p90)
AREQUIPA,CARAVELI,CHALA,14.77090581258138,13.092753410339355,16.368820190429688,0.9547441731422147,2.2001904487609867,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,ACHOMA,-0.5047670144301194,-2.718194007873535,3.6369197368621826,1.9049945721882289,4.553980529308321,FRÍO (≤ p10)
PUNO,PUNO,PAUCARCOLLA,1.3368318875630696,-0.1382046937942505,2.405224561691284,0.887198071617033,2.067396029829979,INTERMEDIO (p10–p90)
AREQUIPA,CASTILLA,UNON,8.07398848100142,3.901409387588501,12.502616882324219,2.644990342495092,6.3499932289123535,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,MACA,-0.8183286786079407,-2.347440481185913,2.528721809387207,1.585763250575532,3.5460977196693415,FRÍO (≤ p10)
PUNO,SAN ROMAN,CABANILLAS,-1.3367711021786643,-2.9256019592285156,2.253401517868042,1.05657074187498,2.2201577045023444,FRÍO (≤ p10)
PUNO,PUNO,ATUNCOLLA,1.1491967837015789,0.9100069403648376,1.4661922454833984,0.23363192381928535,0.44494824409484857,FRÍO (≤ p10)
AREQUIPA,CAYLLOMA,YANQUE,-2.166316470584354,-4.110036373138428,3.471848249435425,1.8310198726639046,4.974835801124572,FRÍO (≤ p10)
AREQUIPA,CONDESUYOS,CHUQUIBAMBA,9.21556163969494,1.4288750886917114,12.815587043762207,3.803294605405926,9.077775716781616,INTERMEDIO (p10–p90)
PUNO,PUNO,COATA,0.6136580109596252,0.07723522186279297,1.1500808000564575,0.5364227890968323,0.8582764625549317,FRÍO (≤ p10)
AREQUIPA,CAYLLOMA,HUAMBO,8.049956611965014,2.531553030014038,14.443955421447754,3.7049141984555374,10.097287321090699,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,CABANACONDE,3.360529327392578,-0.9478787779808044,12.262572288513184,3.8181463015406236,8.97756471633911,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,-4.096958747276893,-5.785327911376953,-2.2680466175079346,0.7141995249758512,1.7635089159011832,FRÍO (≤ p10)
PUNO,PUNO,HUATA,0.01827257126569748,-0.12550067901611328,0.13826340436935425,0.09640463115117193,0.20275477208160736,FRÍO (≤ p10)
AREQUIPA,CARAVELI,CHAPARRA,12.624332203584558,7.297755718231201,15.83292007446289,2.0977046759195104,5.179439544677734,INTERMEDIO (p10–p90)
PUNO,SAN ROMAN,CABANA,1.4748140970865886,0.7966427803039551,2.1547749042510986,0.4261586813803383,0.9600225687026978,INTERMEDIO (p10–p90)
AREQUIPA,CASTILLA,PAMPACOLCA,1.7614030838012695,-2.3643198013305664,5.727327346801758,2.4996199381137796,5.603924246504903,INTERMEDIO (p10–p90)
AREQUIPA,CASTILLA,VIRACO,-0.01436309814453125,-3.6033973693847656,4.0294671058654785,2.62592715377692,5.806760644912719,FRÍO (≤ p10)
AREQUIPA,CONDESUYOS,ANDARAY,9.501968383789062,0.9344077706336975,14.856810569763184,4.332365689068652,10.72556722164154,INTERMEDIO (p10–p90)
AREQUIPA,CASTILLA,AYO,6.611744967373935,-0.11668645590543747,11.426974296569824,3.3671303966984922,8.397388219833374,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,CHIVAY,1.2637361798967635,-0.9024718403816223,3.706224203109741,1.5844674000279355,3.720577478408814,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,COPORAQUE,-0.31034073829650877,-2.6216518878936768,2.1271588802337646,1.685281961293921,3.768573904037476,FRÍO (≤ p10)
AREQUIPA,CONDESUYOS,YANAQUIHUA,11.165597354664522,3.9317123889923096,15.432785987854004,3.3341613328499062,8.90588150024414,INTERMEDIO (p10–p90)
AREQUIPA,CAYLLOMA,ICHUPAMPA,-0.7379008928934733,-2.5864417552948,1.6809614896774292,1.788226792305025,3.4139225959777835,FRÍO (≤ p10)
AREQUIPA,CARAVELI,YAUCA,14.158255683051216,11.238032341003418,15.586925506591797,1.357074107270868,3.424874496459962,INTERMEDIO (p10–p90)
AREQUIPA,CASTILLA,MACHAGUAY,1.9180272420247395,-1.1750906705856323,9.189697265625,3.258709240005639,7.112131810188295,INTERMEDIO (p10–p90)
AREQUIPA,CARAVELI,ATIQUIPA,13.614251943734976,10.427682876586914,15.571520805358887,1.5551552779248952,3.993374824523924,INTERMEDIO (p10–p90)
